major_name,major_code,discipline_category,major_category,length,degree,popular_value,fresh_salary,top_city,top_position,top_industry,subject_suggestion,summary,learn_what,career_direction,source_url
工艺美术,130507,艺术学,设计学类,四年,艺术学学士,479631,6400,北京市,艺术设计,教育培训,,本专业将手工艺传统理论与当代实践相结合，主要培养现代装饰艺术的高级专门人才，不仅能系统掌握工艺美术的理论知识和设计制作的基本能力，熟悉相关专业发展演进的历史、现状和发展趋势，而且能独立完成各种材料的设计任务，从事各种传统与现代工艺美术品设计制作以及相关教学与研究，达成传统与现代的完美融合。,《中外美术通史》、《中外工艺美术通史》、《绘画基础》、《美学》、《专业写作》、《中国文化史》、《中国传统纹饰》、《传统漆器研究》、《立体构成》、《色彩构成》 部分高校按以下专业方向培养：陶艺、玉雕。,平面设计师，视觉设计，室内装潢设计，工艺品/珠宝设计,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%B7%A5%E8%89%BA%E7%BE%8E%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
公共艺术,130506,艺术学,设计学类,四年,艺术学学士,453293,6000,北京市,艺术设计,房地产,不限,本专业以培养装饰绘画创作、环境壁画与景观设计为主要目标，兼具平面设计、动画图形设计等相关专业能力的设计及教学、研究的高级专门人才；要求学生具备良好的艺术修养和艺术造诣，掌握公共艺术设计的理论知识，了解本学科的发展趋势和前沿动态，熟悉各类工艺材料的特性及制作方法，具备壁画艺术与景观设计、装饰绘画创作以及相关的平面设计、动画图形设计等方面的综合能力。,《装饰基础》、《雕塑基础》、《材料与工艺》、《建筑与环境设计》、《空间形态设计》、《展示设计》、《公共景观设计》、《园林建筑设计》、《公共设施设计》、《壁画与浮雕》。,培训/招生/课程顾问，大学教师，绘画，高中教师，文字编辑/组稿,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%85%AC%E5%85%B1%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
艺术与科技,130509T,艺术学,设计学类,四-五年,艺术学学士,395492,6600,上海市,艺术设计,广告,不限,本专业培养适应我国经济发展和改革开放需要，获得室内外展示设计、室内设计、平面设计及相关知识基本训练，具备会展艺术设计的基础理论、专业知识和综合能力，能从事会展展示设计、商业展示设计、博物馆展示设计、户外景点展示设计等室内外相应的工程设计，并具备一定艺术创作、VI策划等平面设计能力，能在展示设计、室内设计、装饰工程等领域的企业、设计和科研单位，从事展示设计、室内设计、策划管理和研究工作的高等复合型人才。,《艺术概论》、《创意思维方法》、《视觉传达设计》、《建筑可视化设计》、《VR全景展示技术》、《色彩心理学》、《虚拟现实技术》、《数字影像合成》、《展示空间设计》、《交互设计》 部分高校按以下专业方向培养：会展设计。,店面/展览/展示/陈列设计，平面设计师，室内装潢设计，会展策划/设计，三维/3D设计/制作，广告设计师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%89%BA%E6%9C%AF%E4%B8%8E%E7%A7%91%E6%8A%80%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
新媒体艺术,130511T,艺术学,设计学类,四年,艺术学学士,125586,,,,,不限,新媒体艺术专业通常以当下最新的技术手段去提供传统艺术所无法比拟的多维度感官体验，通过视觉、听觉甚至触觉、嗅觉等多种方式创造出浸入式的互动作品的专业。例如：在互联网新媒体企业、传统媒体新媒体部门、专业院校、设计机构等单位从事和媒体相关工作的高级专业复合型人才。 关键词：媒体、艺术、视听艺术 。,《数字文化》《当代艺术现象学》《计算机科学基础》《摄影》《英语多媒体语言》《声音设计》《大众传媒》《线性视听设备》《数字视频》《多媒体装置》《声音空间设计》《当代艺术史》《数字3D计算机建模技术》《数字技术和应用》《交互理论与技术网页设计》等 。,企事业单位：节目制作人、影视团队后期、游戏制作师、软件开发师等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%96%B0%E5%AA%92%E4%BD%93%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
包装设计,130512T,艺术学,设计学类,四年,艺术学学士,86134,,,,,不限,包装设计是一门综合运用自然科学和美学知识，为在商品流通过程中更好的保护商品，并促进商品的销售而开设的专业学科。例如：从事现代包装设计、包装印刷、包装材料及设备选用、质量检测、技术管理的高级技术应用性专门人才。 关键词：美学、商品包装、设计 。,《包装概论》《印刷色彩》《包装工艺》《包装印刷》《包装材料与加工》《包装印刷设备》《平面设计》《包装装潢设计》《包装结构设计》《包装测试》《包装设计》《包装印刷实训》等 。,企事业单位：包装设计师、平面设计师、设计策划人、排版输出、美工制作师、书籍装帧员等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%8C%85%E8%A3%85%E8%AE%BE%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
陶瓷艺术设计,130510TK,艺术学,设计学类,四年,艺术学学士,52348,,,,,不限,陶瓷艺术设计主要研究艺术学、设计学、陶瓷设计、陶瓷工艺等方面的基本知识和技能，进行陶瓷艺术品、装饰品、日用品的设计、制作等。常见的陶瓷制品有陶瓷摆件、白瓷观音像、陶瓷装饰盘、陶瓷壁饰、陶瓷茶具等。 关键词：陶瓷茶具 白瓷观音 瓷瓶 景德镇。,《中外陶瓷史》、《陶瓷造型基础》、《装饰基础》、《陶瓷材料工艺学》、《陶瓷工艺及设备》、《陶瓷日用品设计》、《陶瓷艺术品设计》、《陶瓷壁饰设计》。,工艺美术类企业：陶瓷艺术品设计； 陶瓷类企业：陶瓷日用品设计、陶瓷装饰品设计。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%99%B6%E7%93%B7%E8%89%BA%E6%9C%AF%E8%AE%BE%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
珠宝首饰设计与工艺,130513TK,艺术学,设计学类,四年,艺术学学士,4172,,,,,,珠宝首饰设计与工艺专业要求具有一定的绘画基础，本专业是培养个性化珠宝艺术家的摇篮，需经过严格的专业学习及艺术实践训练，具备深厚的艺术设计功底和宝石学理论知识。,《首饰设计基础》、《首饰概论》、《宝石学》、《首饰设计》、《首饰工艺基础》、《计算机辅助珠宝设计》、《宝石工艺学》、《玉雕造型设计及加工》、《珍珠学》、《蜡雕》、《锤碟及珐琅工艺》、《商务首饰设计》、《雕塑基础》、《现代首饰工艺》、《首饰与服装搭配》、《珠宝首饰评估》等。,可在珠宝类企业从事珠宝首饰鉴定、珠宝价值评估、珠宝首饰营销、宝石款式设计、珠宝橱窗设计、珠宝汇展设计策划、珠宝首饰企业形象设计、珠宝首饰加工制作等工作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%8F%A0%E5%AE%9D%E9%A6%96%E9%A5%B0%E8%AE%BE%E8%AE%A1%E4%B8%8E%E5%B7%A5%E8%89%BA%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
游戏艺术设计,130515TK,艺术学,设计学类,四年,艺术学学士,266,,,,,,游戏艺术设计是一门普通高等学校本科专业，属设计学类专业，基本修业年限为四年，授予艺术学学士学位。,游戏叙事基础、互动娱乐策划、虚拟造型 1-2、交互引擎应用1-2、游戏特效设计、互动界面设计、游戏角色设计、游戏场景编辑、技术美术应用、互动娱乐运营与市场营销、XR 混合现实应用、数字游戏联合创作。,本专业致力于培养德、智、体、美全面发展的复合型游戏设计艺术人才。学生将具备良好的职业道德和人文素养，拥有广阔的行业视野，熟悉游戏产品开发流程，同时具备审美能力和专业素养。通过学习，学生将具备包括电子竞技在内的游戏艺术设计，及相关企业从事游戏艺术、设计、创作、制作、游戏研发、策划运营、技术、美术、解说和评论等工作的能力。同时，学生还将熟悉行业研发管线与流程，掌握前沿技术，具备竞争力和创新精神。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%B8%B8%E6%88%8F%E8%89%BA%E6%9C%AF%E8%AE%BE%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
人居设计,130514T,艺术学,设计学类,四年,艺术学学士,148,,,,,,环境设计专业是人居环境设计的关键构成，融合了建筑工程技术与人文艺术科学，专注于室内外人居环境的设计研究及相关的环境营造实践。,室内设计基础、景观设计基础、环境设计材料与构造、室内公共空间设计、城市公园设计、环境设计工程施工技术、数字化环境设计表现技术等。,设计公司：在建筑设计研究院、室内装饰设计或工程公司、景观设计工程公司等各类相关行业企业，从事建筑室内外空间设计、软装设计、园林景观设计等工作。房地产企业：参与房地产项目的规划设计、户型设计、景观设计等工作，为房地产项目的开发提供专业支持。政府部门：在城市规划、建设、园林等政府部门，从事城市规划、环境设计管理、公共空间设计等工作，参与城市建设和环境改善的相关政策制定和项目实施。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%BA%BA%E5%B1%85%E8%AE%BE%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
播音与主持艺术,130309,艺术学,戏剧与影视学类,四年,艺术学学士,773723,8200,北京市,演艺人员/经纪人,媒体,历史 / 思政,本专业面向广播影视媒体及相关机构，培养具备中国播音学、新闻传播学、中国语言文学、哲学美学、艺术学等多学科知识与能力，从事广播电视普通话新闻播音主持及新 闻报道、专题播音主持、文艺节目主持、体育评论解说、影视配音及演播，以及播音主持教学与研究工作的复合型语言传播精英人才。,《电视播音与节目主持》、《广播播音与节目主持》、《新闻播音》、《广播播音主持实训》、《播音创作基础》、《广播电视新闻采写》、《普通话语音及播音发声》、《播音主持概论》、《广播新闻学》、《广播电视采访》 部分高校按以下专业方向培养：汉语、英语、广播电视、航空服务、空中乘务、双语播音、网络传播、空乘与礼仪、综艺娱乐主持、空乘与地面服务。,播音主持人员，事业单位人员，记者/采编，大学教师，公务员(中央国家机关)，行政专员/助理，公务员(地市级机关)，公务员(区县级及以下机关)，助理/秘书/文员，考研，公务员(省级机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%92%AD%E9%9F%B3%E4%B8%8E%E4%B8%BB%E6%8C%81%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
广播电视编导,130305,艺术学,戏剧与影视学类,四年,艺术学学士,677215,6400,北京市,导演/编导,媒体,历史 / 思政,本专业根据广播电视事业未来发展的趋势，针对广播电视及其他媒体机构、影视节目制作公司的需要，培养具有广播电视节目策划、创作、制作等方面的专业知识，具备较高的政治水平、理论修养和艺术鉴赏等能力，能从事广播电视节目编导、电视摄像、采访、撰稿、编辑、制作等工作的广播电视艺术类的应用型专业人才。,《AE影像特效制作》、《摄影摄像》、《剪辑技术与艺术》、《电影导演》、《电视采访》、《电影制作》、《电视摄像基础》、《广播电视编导》、《广播电视采访》、《灯光及录音技术基础》 部分高校按以下专业方向培养：新闻、影视学、电视编导、电视编辑、电视剪辑、空中乘务、文艺编导、影视制片、数码影视制作、网络与新媒体传播。,广播电视编导，记者/采编，事业单位人员，公务员(中央国家机关)，公务员(省级机关)，助理/秘书/文员，公务员(区县级及以下机关)，考研，编辑，大学教师，公务员(地市级机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%B9%BF%E6%92%AD%E7%94%B5%E8%A7%86%E7%BC%96%E5%AF%BC%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
影视摄影与制作,130311T,艺术学,戏剧与影视学类,四年,艺术学学士,647949,7400,北京市,,,,本专业培养具备一定的科学文化和艺术理论知识，具备广告、电视、电影的图片摄影、摄像能力，能在电影、电视制作部门、广告宣传部门和教育机构从事影像艺术创作、教学和研究工作的高级专门人才；学生主要学习电影学、戏剧学、设计学等方面的基础理论和基本知识，受到图片摄影、影视摄影等方面的基本训练、掌握影视摄影和图片摄影创作的基本能力。,《图片摄影》、《影视造型手段》、《影视剪辑》、《影视声音》、《影片制作》、《特效CGI入门》、《电影导演创作》、《电影摄影创作》、《电影剪辑创作》、《电影录音创作》 部分高校按以下专业方向培养：电视摄影、图片摄影、照明艺术、光环境设计、电影电视剧摄影。,摄影师/摄像师，后期制作，广播电视编导，编辑，培训/招生/课程顾问，文案策划,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%BD%B1%E8%A7%86%E6%91%84%E5%BD%B1%E4%B8%8E%E5%88%B6%E4%BD%9C%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
动画,130310,艺术学,戏剧与影视学类,四年,艺术学学士,609749,6600,北京市,视觉/交互设计,媒体,历史 / 物理,本专业为电影、电视、电子出版、互联网、移动媒体、游戏等数字媒体行业培养动画内容创作与创新人才；要求学生具有开阔的国际视野，良好的人文修养与艺术鉴赏力，系统掌握动画艺术理论和前沿的动画技术手段，具备较强的艺术创作实践能力，能够把握艺术创作与商业需求之间的平衡，将来可以从事动画项目策划、动画导演、动画编剧、动画设计制作、衍生产品开发等工作。,《构成设计》、《透视学》、《动画技法》、《动画视听语言》、《动画影视后期制作》、《动画造型设计》、《动画运动规律及表演》、《动画导演》、《动画概念设计》、《3d Max三维基础与应用》 部分高校按以下专业方向培养：创意设计、动漫文学、影视动画、游戏美术、游戏设计艺术、动画设计与制作、三维动画与特效。,多媒体/动画设计，事业单位人员，后期制作，大学教师，平面设计，绘画，原画师，考研,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%8A%A8%E7%94%BB%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
电影学,130303,艺术学,戏剧与影视学类,四年,艺术学学士,567493,7500,北京市,影视策划/制作,媒体,不限,电影学主要研究电影的中外历史、审美特性、创作规律、摄影艺术、造型艺术等方面的基本知识和技能，在电视台、电影厂、影视制作公司等进行电影、广播电视节目的策划、创作、制作，以及对影视剧作的鉴赏评论等。 关键词：电影 电视节目 影评 中影。,《世界电影史》、《中国电影史》、《电影美学》、《电影造型》、《电影声音》、《摄影艺术》。,影视传媒类单位：影视创作、节目策划、节目编导、影视拍摄； 新闻出版机构：剧作评价。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%94%B5%E5%BD%B1%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
戏剧影视导演,130306,艺术学,戏剧与影视学类,四年,艺术学学士,421854,8900,北京市,导演/编导,媒体,不限,本专业旨在挖掘具备一定素质、潜质与能力的学生，通过对其在故事建构、影像造型、声音处理、表演控制及后期制作等方面的训练，培养通晓视听语言、掌握导演工作技能，具备一定想象力、创造力、执行力，能独立从事电影、电视剧、纪录片编导工作的复合型专门优质人才。,《中外电影史》、《美术作品分析》、《影视导演基础》、《影视剧创作》、《影视大师作品读解》、《影视精品赏析》、《绘画基础》、《广告摄影》、《电视摄像》、《数字图象处理技术》 部分高校按以下专业方向培养：播音主持、黄梅戏表演、中国舞表演、戏剧影视表演、剪辑艺术与技术。,广播电视编导，文案策划，作家/编剧/撰稿人，后期制作，编辑，记者,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%88%8F%E5%89%A7%E5%BD%B1%E8%A7%86%E5%AF%BC%E6%BC%94%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
表演,130301,艺术学,戏剧与影视学类,四年,艺术学学士,399593,8100,北京市,演艺人员/经纪人,媒体,历史,表演专业培养具有一定的马克思主义基本理论素养，并具备和掌握表演艺术的基本理论和基本技巧，能够在戏剧、戏曲、电影、电视和舞蹈等表演中独立完成不同人物形象创作的高级专门人才；该专业学生主要学习戏剧、戏曲、影视、舞蹈、音乐等方面表演艺术基本知识、基本理论和基本技能，受到有关理论、发展历史、研究现状等系统教育和从事专业工作所需业务能力的基本训练。,《和声》、《表演》、《表演声音训练》、《表演台词训练》、《播音主持艺术》、《表演多幕剧训练》、《表演风格流派》、《表演化妆艺术》、《表演艺术语言基本功》、《台词艺术》 部分高校按以下专业方向培养：主持、瑜伽、空中乘务、体育舞蹈、影视配音、民间艺术表演、社会文体工作、体育艺术表演、服装表演与设计、空乘与地面服务、戏剧与影视表演。,考研，事业单位人员，演员/模特，大学教师，培训/招生/课程顾问，中等职业学校教师，大学教师，培训师/讲师，播音主持人员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%A1%A8%E6%BC%94%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
戏剧影视文学,130304,艺术学,戏剧与影视学类,四年,艺术学学士,326409,5500,北京市,编辑/记者,媒体,历史 / 思政+历史,本专业旨在通过讲授戏剧影视文学基本理论、中外电影史、电影名著解读、影视剧本写作、影视编辑制作与管理等专业课程，培养具备戏剧影视文学基本理论及剧本创作、评论、编辑的专门人才，能够在电影、电视、电台等媒体从事创作、编辑和评论工作，能够胜任高等院校、艺术院校的戏剧影视类课程教学工作，以及参与国家机关、文化事业单位的戏剧影视管理工作。,《电影剧本写作》、《编剧理论与技巧》、《影视拍摄实务》、《电视纪录片策划与制作》、《电影剧作理论与技巧》、《电视剧编剧理论》、《表导演基础》、《电视专题片制作》、《独幕剧写作》、《数字图片处理技术》 部分高校按以下专业方向培养：影视编导、影视技术、戏剧影视写作。,事业单位人员，记者/采编，作家/编剧/撰稿人，文案策划，广播电视编导，编辑，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，考研，公务员(中央国家机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%88%8F%E5%89%A7%E5%BD%B1%E8%A7%86%E6%96%87%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
戏剧影视美术设计,130307,艺术学,戏剧与影视学类,四年,艺术学学士,266078,7300,北京市,艺术设计,媒体,历史,本专业培养具有一定的马克思主义基本理论素养，并具备戏剧、 戏曲、影视和其他舞台演出的美术设计(含灯光设计、服装与化妆设计、布景绘制)等方面的能力，能在剧院(团)、电影厂、电视台、电视剧制作中心从事美术设计的高级专门人才；学生主要学习戏剧、戏曲、影视美术设计、戏剧史、电影史、舞台美术史、中外美术史等方面的基础理论和基本知识，受到绘画、美术设计的基本训练 ，掌握场景设计、服装道具设计、化妆造型设计等方面的基本能力。,《舞台影视美术设计》、《灯光设计》、《服装道具设计》、《化妆设计》、《绘画》、《绘景》、《计算机辅助设计》、《特技美术》 部分高校按以下专业方向培养：影视人物造型设计。,艺术指导/舞美设计，绘画，平面设计，视觉设计，化妆师/造型师/服装/道具，行政专员/助理，摄影师/摄像师，大学教师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%88%8F%E5%89%A7%E5%BD%B1%E8%A7%86%E7%BE%8E%E6%9C%AF%E8%AE%BE%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
录音艺术,130308,艺术学,戏剧与影视学类,四年,艺术学学士,247826,7600,北京市,影视策划/制作,媒体,不限,本专业培养的学生要求具有较高的艺术素质和修养，具备深厚的音乐功底，熟知各种录音设备，同时又掌握一定的录音理论及技巧，能在广播、电视、电影系统和文化艺术部门从事声音(音响)设计、录制的高级专门人才；学生主要学习音乐、广播、电影、电视录音等方面的基本理论和基本知识，受到声音录制、艺术处理等方面的基本训练，掌握声音(音响)设计、音频节目制作、艺术处理的基本能力。,《数字音频技术》、《无线电基础》、《影视音乐创编》、《作曲技术理论与应用》、《播音室声学及电声学》、《电脑音乐系统》、《电视采访与写作》、《电视文化学》、《广播电视非线性编辑》、《录音节目制作》 部分高校按以下专业方向培养：录音工程、音响导演、音响工程。,后期制作，音效师，事业单位人员，教学/教务管理人员，考研，编辑，培训/招生/课程顾问，大学教师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%BD%95%E9%9F%B3%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
戏剧学,130302,艺术学,戏剧与影视学类,四年,艺术学学士,160318,7500,北京市,演艺人员/经纪人,媒体,不限,戏剧学专业培养有较强的艺术感受能力和坚实的戏剧艺术史论基础，能从事戏剧艺术理论研究、编辑工作的专门人才。；要求学生熟悉我国的文艺方针、政策，系统地掌握戏剧、影视文学的基本理论和创作技能，了解相关学科的知识，有较好的文化艺术修养，较强的审美感觉和创造性思维；具有较系统和广博的戏剧影视理论和历史知识，掌握分析和研究戏剧影视作品的方法，有较强的理论写作能力。,《导演学》、《表演艺术》、《舞台美术设计基础》、《中外戏剧史》、《艺术概论》。,作家/编剧/撰稿人，文字编辑/组稿，小学教师，大学教师，公关专员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%88%8F%E5%89%A7%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
影视技术,130312T,艺术学,戏剧与影视学类,四年,艺术学学士,81304,,,,,不限,影视艺术技术专业是将视觉艺术与听觉艺术、时间艺术与空间艺术、纪实艺术与表演艺术、再现艺术与表现艺术有机地综合到一起，特别是电影艺术综合吸收了各门艺术的长处和特点，大大丰富了自己的艺术表现力。例如：影视制作单位后期制作团队等。 关键词：影视、广播电视、艺术 。,《美学原理》《动画概论》《影视简史》《影视编导》《游戏编程原画创作》《非线性编辑》《影视特效》《音频编辑》《录音艺术》《流行音乐》等 。,企事业单位：电视台节目编导、音响工程师、录音师、电子媒体制作员、特效工程师、影视设备应用开发员等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%BD%B1%E8%A7%86%E6%8A%80%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
戏剧教育,130313T,艺术学,戏剧与影视学类,四年,艺术学学士,22254,,,,,不限,本专业培养具备戏剧和影视的理论、评论、编辑和艺术管理等力面的知识。例如：在剧院(团)或电视台、电影厂、编辑部以及文化管理机关等部门从事理论研究、编审与文化管理等方面工作以及能在国家机关、文教事业单位从事实际工作的高级专门人才。 关键词：教育学、戏剧、艺术文学 。,《导演学》《表演艺术》《舞台美术设计基础》《中外戏剧史》《艺术概论》等 。,企事业单位：编剧编导、文案策划、影视策划、表演老师等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%88%8F%E5%89%A7%E6%95%99%E8%82%B2%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
音乐剧,130315TK,艺术学,戏剧与影视学类,四年,艺术学学士,1524,,,,,,本专业培养具有综合文化艺术素质，系统掌握音乐剧表演艺术方法、创作技能和专业理论，音乐、舞蹈、台词基本功扎实，能够运用音乐剧表演创作技巧从事舞台艺术创作的高素质综合性表演人才。,《音乐剧演唱基础》、《音乐剧演唱技巧》、《音乐剧演唱技巧》、《戏剧表演技巧》、《音乐剧表演》、《音乐基础理论》、《视唱练耳》、《视唱练耳》、《音乐剧舞蹈》、《艺术语言基础》、《艺术语言技巧》、《剧目创作》、《音乐剧赏析》、《化妆基础》、《芭蕾舞基训》、《爵士舞基训》、《中外风格舞蹈》等。,暂无简介。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%9F%B3%E4%B9%90%E5%89%A7%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
曲艺,130314TK,艺术学,戏剧与影视学类,四年,艺术学学士,1428,,,,,,曲艺是中华民族各种说、拉、弹、唱等艺术的统称，它是由中国民间口头文学和歌唱艺术经过长期发展演变形成的一种独特的艺术形式，故称“曲艺”，也就是“曲”的“艺术”表现。曲艺本科专业的正式设立标志着中国曲艺艺术教育和文化传承迈入全新的发展时代，是曲艺行业历史上的一个重大里程碑。,暂无简介。,曲艺专业的学生毕业后一般可以进入各类文艺团体、电视台、电台、部队及学校从事与所学专业方向相关的相声、快板等曲艺工作，也可以从事主持、表演及教学管理等工作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%9B%B2%E8%89%BA%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
智能影像艺术,130318T,艺术学,戏剧与影视学类,四年,艺术学学士,92,,,,,,智能影像艺术是一门新兴的交叉学科专业，它将人工智能技术与传统的影像艺术创作深度融合，涵盖了影视制作、动画设计、数字媒体等多个领域，旨在探索和创新影像艺术的表现形式与创作方法，利用智能技术提升影像的制作效率、艺术表现力和观众体验。,人工智能与影像艺术、智能影像生成技术、智能剪辑技术、智能特效制作、虚拟摄影技术、影视后期制作等。,媒体机构：影像创作、特效制作； 艺术团体：数字艺术、视觉设计； 科技企业：虚拟现实、增强现实内容开发； 深造：考研或保研，继续数字媒体艺术、艺术学等相关专业的学习深造。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%99%BA%E8%83%BD%E5%BD%B1%E5%83%8F%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
数字戏剧,130316T,艺术学,戏剧与影视学类,五年,艺术学学士,81,,,,,,数字戏剧专业由中央戏剧学院开设，是运用数字技术，如虚拟现实、增强现实、互动媒体等，创新戏剧创作与演出形式的专业，旨在推动戏剧艺术在数字时代的创新发展，打造互动戏剧、虚拟演出等，让观众获得沉浸式体验。,艺术学理论相关方向,数字戏剧制作公司：从事数字戏剧的创作、制作和演出工作，包括数字剧本创作、数字场景设计、数字演员制作、演出策划和组织等。影视与动画公司：参与影视特效制作、动画设计与制作、虚拟拍摄等工作，将数字戏剧的技术和理念应用于影视和动画领域，提升作品的视觉效果和艺术品质。文化旅游产业：为主题公园、文化旅游景区等设计和制作数字演艺项目，如沉浸式戏剧演出、虚拟导游等，丰富文化旅游产品的形式和内容，提升游客的体验。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%95%B0%E5%AD%97%E6%88%8F%E5%89%A7%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
数字演艺设计,130317T,艺术学,戏剧与影视学类,四年,艺术学学士,72,,,,,,数字演艺设计是顺应文旅产业升级与数字时代新需求而设立的专业，将数字技术与演艺艺术深度融合，聚焦于大型实景演出、沉浸式剧场等新兴业态，强调人工智能、虚拟现实等前沿科技在戏剧艺术教育中的应用。,数字场景设计、交互式舞台技术、虚拟现实演艺技术、人工智能与演艺应用、数字演艺策划与管理等。,文旅演艺行业：参与大型实景演出、主题公园演艺项目、沉浸式剧场等的数字场景设计、交互技术开发和演出策划等工作。影视与动画行业：从事数字影视特效制作、动画设计与制作、虚拟拍摄等工作，为影视作品和动画作品增添独特的视觉效果。数字媒体与游戏行业：负责数字媒体内容创作、游戏场景设计、游戏交互设计等工作，提升数字媒体产品和游戏的用户体验。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%95%B0%E5%AD%97%E6%BC%94%E8%89%BA%E8%AE%BE%E8%AE%A1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
